current_queue_length,average_consultation_minutes,time_of_day,day_of_week,emergency_patients_ahead,actual_wait_minutes
2,9.3,15:36,Friday,0,24.6
8,12.6,14:40,Thursday,1,124.8
7,11.6,11:33,Tuesday,1,129.8
3,14.0,09:57,Wednesday,0,44.2
4,12.8,16:17,Wednesday,0,63.2
4,10.2,14:13,Sunday,1,52.2
3,11.0,14:49,Sunday,0,30.7
4,16.9,12:47,Thursday,0,79.2
3,6.9,11:30,Tuesday,0,27.0
6,14.1,11:49,Thursday,1,123.0
1,15.7,08:18,Monday,0,16.3
4,13.7,17:26,Friday,1,84.4
6,17.9,11:39,Friday,0,157.1
4,14.8,12:49,Sunday,0,66.9
1,13.2,11:34,Thursday,0,17.0
0,10.6,11:33,Thursday,0,0.0
4,13.2,14:51,Monday,0,74.3
4,14.0,14:42,Saturday,0,56.8
3,12.0,16:06,Wednesday,0,42.0
1,9.8,08:43,Saturday,0,11.9
8,8.4,16:44,Tuesday,0,77.5
2,12.6,17:34,Wednesday,0,20.2
3,7.6,17:53,Tuesday,0,28.1
5,10.6,09:17,Sunday,0,50.4
4,5.0,12:52,Saturday,0,21.7
3,14.5,17:23,Friday,0,41.9
2,15.5,15:35,Wednesday,0,32.4
4,12.2,08:36,Saturday,1,49.9
4,17.5,16:42,Thursday,1,90.0
7,16.0,16:23,Saturday,1,114.1
6,13.4,15:48,Tuesday,1,98.1
6,11.7,12:07,Thursday,0,109.3
2,11.0,14:19,Sunday,0,26.4
1,13.7,15:09,Monday,0,19.6
3,11.6,11:57,Saturday,0,36.3
6,13.6,15:50,Friday,1,142.5
5,13.9,10:43,Wednesday,0,99.3
5,11.3,09:50,Sunday,1,54.5
5,15.3,16:35,Saturday,1,90.9
6,11.3,11:23,Thursday,0,80.7
3,12.1,08:34,Wednesday,0,37.8
3,9.1,16:19,Friday,1,42.3
6,11.2,15:59,Monday,1,102.8
5,18.5,16:01,Tuesday,0,114.5
4,9.3,11:24,Thursday,0,46.5
5,13.3,14:01,Tuesday,0,100.7
2,10.6,08:08,Thursday,0,20.1
2,5.4,08:01,Sunday,0,12.0
4,13.7,10:35,Wednesday,0,55.8
6,10.3,13:15,Wednesday,0,79.6
1,13.0,14:00,Wednesday,1,36.1
4,15.0,09:20,Saturday,0,62.0
0,12.7,16:40,Saturday,0,0.0
2,13.0,17:35,Tuesday,0,30.5
3,9.4,09:11,Sunday,0,32.1
4,14.1,16:14,Friday,1,78.2
4,11.4,14:08,Sunday,2,73.5
5,6.0,13:01,Sunday,0,34.4
4,14.5,12:53,Friday,0,72.6
3,15.4,15:29,Friday,0,69.1
4,16.4,10:05,Friday,0,100.3
1,18.5,14:05,Friday,0,27.3
3,14.3,10:36,Thursday,0,57.9
3,13.5,08:51,Tuesday,0,36.2
0,15.3,13:31,Wednesday,0,0.0
6,9.3,10:41,Friday,0,69.1
5,7.0,15:25,Saturday,0,31.6
2,10.6,14:30,Thursday,0,27.8
1,15.8,10:14,Monday,0,12.6
4,10.0,16:36,Monday,0,55.4
4,13.4,11:28,Sunday,0,50.9
5,13.7,15:05,Monday,1,106.5
4,12.7,10:40,Tuesday,0,77.9
4,8.2,09:57,Monday,0,41.7
2,13.0,16:36,Tuesday,0,24.4
4,10.7,17:11,Saturday,0,42.9
1,17.1,11:31,Tuesday,1,45.8
8,15.4,11:08,Saturday,0,123.2
5,10.8,15:01,Saturday,0,74.4
3,17.3,10:16,Friday,1,86.8
6,13.0,16:38,Tuesday,0,103.8
3,7.0,08:05,Sunday,1,25.2
6,11.8,09:25,Friday,1,112.8
4,16.9,09:12,Saturday,1,75.7
3,9.5,11:10,Wednesday,0,30.0
6,11.8,16:39,Friday,0,91.3
5,7.9,14:24,Friday,0,52.7
2,8.4,09:04,Friday,0,21.9
8,9.5,08:47,Friday,0,80.2
4,8.3,10:53,Friday,0,44.1
0,10.1,14:11,Sunday,0,0.0
2,17.2,13:56,Sunday,0,31.6
4,11.9,09:08,Wednesday,1,59.7
6,14.4,15:36,Sunday,0,87.1
1,15.3,14:19,Wednesday,1,35.3
7,8.7,17:49,Tuesday,0,55.6
7,9.5,13:31,Tuesday,0,81.4
5,14.3,11:16,Friday,0,97.4
5,10.1,09:11,Thursday,2,80.0
1,14.1,17:11,Saturday,1,23.1
5,17.0,08:22,Saturday,0,88.6
0,7.6,11:29,Thursday,0,4.7
2,10.9,13:18,Tuesday,0,31.6
5,11.4,13:41,Monday,0,61.8
6,10.4,13:49,Sunday,0,64.3
3,10.2,15:10,Wednesday,0,35.8
4,10.5,09:16,Monday,0,41.2
4,12.0,15:11,Wednesday,0,47.7
1,12.5,16:53,Saturday,2,39.8
4,14.9,08:18,Monday,0,75.0
1,11.9,08:21,Friday,0,13.7
3,15.4,17:54,Wednesday,0,44.6
3,10.2,11:07,Sunday,0,34.6
3,8.4,12:33,Thursday,1,35.7
5,11.1,11:06,Thursday,2,83.1
7,13.4,13:33,Thursday,1,128.3
2,14.6,15:06,Friday,1,44.9
1,16.4,15:35,Monday,0,19.4
6,12.9,11:33,Monday,0,120.9
5,14.3,10:36,Friday,0,79.4
4,16.1,13:27,Wednesday,1,109.9
3,9.7,11:50,Tuesday,0,40.3
3,11.4,14:13,Saturday,1,46.4
5,20.3,14:06,Saturday,0,84.9
4,14.6,16:56,Monday,0,74.6
3,13.5,08:02,Tuesday,1,43.3
8,14.7,09:01,Saturday,0,100.9
2,8.0,15:52,Thursday,0,19.2
4,10.1,13:50,Wednesday,1,69.0
0,9.0,08:37,Thursday,0,0.0
6,13.3,17:25,Wednesday,0,79.0
5,10.9,14:30,Monday,0,70.8
1,12.3,12:51,Friday,0,14.7
5,11.1,15:47,Friday,1,87.2
2,7.1,13:57,Monday,2,42.0
5,14.7,11:43,Tuesday,0,94.3
5,6.7,10:57,Friday,0,45.4
6,9.8,12:32,Saturday,0,62.4
4,8.1,12:45,Sunday,0,25.7
3,9.4,15:07,Friday,0,30.6
5,12.6,12:43,Monday,1,115.5
6,15.7,08:11,Wednesday,0,81.3
5,7.3,14:50,Tuesday,2,62.0
6,10.3,08:41,Sunday,0,52.9
3,6.8,16:27,Monday,1,30.9
5,10.2,15:04,Wednesday,0,48.2
4,12.2,13:58,Thursday,0,51.8
4,14.3,12:32,Wednesday,0,55.8
6,5.6,09:43,Saturday,0,35.9
6,13.7,14:32,Monday,1,139.6
6,9.1,09:05,Sunday,0,42.1
5,8.4,14:02,Wednesday,0,43.0
5,12.2,09:50,Wednesday,0,80.4
8,13.9,13:58,Sunday,0,117.3
4,11.7,09:30,Tuesday,1,63.8
5,8.7,08:56,Thursday,1,66.9
4,11.7,12:42,Monday,0,68.2
2,9.8,15:05,Thursday,0,24.5
2,13.8,10:23,Wednesday,1,42.0
7,15.2,12:58,Saturday,0,89.0
9,15.0,15:59,Thursday,0,124.0
4,11.9,13:29,Friday,0,77.4
5,15.4,13:58,Sunday,0,66.5
4,8.9,10:12,Sunday,1,42.0
8,17.3,09:14,Tuesday,0,171.9
4,8.9,09:29,Thursday,0,40.1
3,5.9,17:43,Saturday,0,15.7
8,16.1,08:51,Monday,0,159.0
5,9.9,09:30,Thursday,0,59.2
4,12.4,10:03,Thursday,0,49.3
6,8.9,15:52,Sunday,0,46.0
3,19.1,11:58,Monday,0,61.6
7,17.5,15:54,Sunday,0,78.9
4,16.6,12:11,Tuesday,0,73.8
3,12.3,15:56,Sunday,0,38.7
3,14.9,16:57,Friday,0,50.2
6,11.8,12:28,Wednesday,0,96.0
5,15.4,17:51,Monday,0,98.7
1,10.8,17:19,Wednesday,0,12.5
6,16.8,08:09,Saturday,0,77.0
4,10.6,13:38,Tuesday,0,56.0
3,11.0,14:34,Friday,1,57.7
3,10.6,16:25,Tuesday,0,48.2
4,12.6,14:44,Monday,0,67.5
3,10.8,14:52,Friday,0,44.7
3,13.5,10:53,Saturday,0,40.3
5,10.6,16:12,Sunday,1,51.2
2,14.4,08:37,Thursday,0,35.0
3,16.6,14:34,Friday,0,77.6
4,12.2,10:01,Friday,1,76.4
5,18.7,15:39,Wednesday,0,99.5
3,15.4,15:54,Monday,0,64.6
7,18.4,09:44,Tuesday,0,159.6
4,11.8,15:56,Wednesday,0,70.3
2,7.0,16:22,Friday,0,18.9
3,9.9,08:31,Wednesday,0,27.9
4,10.2,12:18,Tuesday,0,61.0
4,9.1,09:55,Sunday,0,37.8
8,5.4,09:15,Monday,1,69.3
6,15.1,16:02,Saturday,0,94.4
1,6.4,10:55,Monday,0,11.9
1,14.8,14:26,Wednesday,0,19.4
3,18.6,08:02,Saturday,0,48.2
2,9.7,08:47,Saturday,0,18.4
11,13.2,14:06,Wednesday,0,176.1
5,10.8,11:42,Monday,0,79.0
7,14.5,16:47,Sunday,0,91.4
4,8.4,08:49,Sunday,1,34.9
10,11.6,14:14,Thursday,1,153.5
10,15.4,15:01,Monday,2,254.1
4,11.9,14:06,Friday,0,48.7
8,7.1,14:48,Saturday,0,67.2
3,15.7,10:29,Saturday,0,49.6
3,8.1,15:40,Saturday,1,29.2
3,12.2,13:32,Sunday,0,39.8
6,13.7,15:52,Thursday,0,89.2
7,12.4,09:13,Tuesday,0,94.5
6,19.6,09:16,Friday,0,144.4
8,14.2,11:57,Tuesday,0,171.7
6,11.4,11:53,Friday,1,106.7
1,13.8,09:17,Tuesday,0,13.9
7,12.6,08:48,Monday,0,106.6
8,12.1,08:48,Thursday,1,133.4
6,12.7,08:31,Friday,1,106.7
5,10.7,08:19,Tuesday,0,68.0
3,12.6,16:04,Saturday,0,39.2
3,10.5,17:20,Friday,0,39.5
6,6.3,12:15,Saturday,0,51.4
4,15.4,09:52,Wednesday,0,58.1
5,10.3,11:17,Friday,0,84.2
8,12.4,16:11,Sunday,0,104.8
2,9.7,17:17,Tuesday,0,30.1
3,9.8,10:23,Saturday,0,25.0
4,8.9,08:18,Friday,1,52.6
5,14.8,11:05,Saturday,1,93.3
3,15.6,11:51,Friday,1,88.8
4,12.1,08:01,Friday,0,57.3
4,10.4,14:48,Saturday,0,44.9
4,6.9,09:14,Monday,0,38.7
3,14.4,08:49,Monday,1,71.5
7,10.0,15:11,Monday,0,90.2
2,8.6,15:42,Sunday,0,17.5
2,12.1,09:50,Thursday,0,25.8
1,11.0,15:41,Sunday,0,9.9
2,7.4,10:58,Sunday,0,10.0
3,7.9,11:04,Wednesday,0,28.6
4,13.0,09:13,Monday,0,59.4
5,10.0,10:15,Saturday,0,49.4
7,13.5,08:23,Wednesday,0,86.5
6,12.4,14:43,Wednesday,1,105.3
3,15.1,16:30,Saturday,0,49.6
4,9.5,08:29,Thursday,2,56.5
4,12.7,10:33,Wednesday,0,52.8
0,13.9,11:27,Wednesday,1,19.3
2,10.1,11:55,Sunday,1,34.1
3,15.4,16:14,Wednesday,0,55.5
2,7.0,08:25,Sunday,1,16.7
5,9.5,14:08,Friday,0,57.0
1,6.9,13:19,Monday,1,18.8
3,9.8,16:23,Monday,0,38.0
3,11.5,11:03,Friday,0,34.8
2,14.5,09:01,Monday,0,32.5
4,11.5,09:18,Tuesday,0,62.8
5,10.2,14:18,Thursday,0,64.3
4,7.4,13:27,Thursday,1,52.6
5,8.4,13:55,Sunday,1,57.3
4,12.9,09:22,Sunday,1,54.9
2,14.6,08:25,Sunday,0,24.0
3,10.7,13:39,Monday,0,50.8
4,15.6,08:48,Saturday,1,81.6
3,9.2,17:17,Sunday,1,37.3
3,10.8,16:01,Friday,0,39.2
1,11.1,09:47,Sunday,0,10.5
2,16.6,13:58,Saturday,0,33.6
2,12.4,09:19,Friday,1,43.4
4,6.6,17:21,Wednesday,2,39.0
6,14.9,13:53,Wednesday,0,109.4
12,17.5,11:10,Wednesday,0,249.2
2,11.3,14:48,Tuesday,1,40.5
4,9.3,08:01,Friday,0,46.0
2,14.6,10:52,Thursday,0,28.7
0,17.9,10:20,Wednesday,0,1.0
4,14.5,11:27,Tuesday,0,66.4
4,7.1,08:51,Thursday,1,34.5
6,14.3,17:40,Monday,0,95.9
1,13.2,12:40,Wednesday,0,17.9
4,9.1,16:33,Monday,1,43.5
4,15.9,08:35,Wednesday,0,70.5
3,13.3,16:26,Friday,0,47.6
1,15.9,14:31,Friday,0,17.5
2,8.8,14:47,Monday,0,25.1
3,13.2,16:03,Friday,1,54.0
6,9.3,13:15,Wednesday,0,69.4
5,12.7,14:20,Thursday,0,66.2
2,16.4,16:59,Friday,0,48.2
5,7.7,09:15,Monday,0,54.5
4,7.9,08:33,Tuesday,0,37.1
3,14.9,17:49,Tuesday,1,58.2
7,12.0,16:48,Wednesday,0,89.6
4,15.5,13:08,Monday,0,87.0
5,9.6,15:48,Monday,0,65.7
1,12.2,16:49,Thursday,0,14.7
9,14.1,12:40,Monday,0,186.0
2,12.6,08:58,Thursday,1,43.7
3,6.6,12:48,Tuesday,0,25.6
2,20.5,11:30,Sunday,1,63.1
5,12.6,08:13,Monday,1,86.1
4,8.0,17:35,Thursday,0,29.3
1,12.9,15:09,Thursday,0,21.0
2,13.3,15:51,Saturday,1,41.8
5,15.0,13:58,Monday,0,126.9
1,14.8,10:41,Sunday,0,13.2
1,11.4,13:50,Wednesday,0,21.3
1,6.8,14:48,Monday,0,9.7
6,13.4,13:58,Saturday,0,98.3
5,7.1,09:16,Thursday,1,47.5
1,15.6,16:08,Friday,0,19.3
1,9.8,10:58,Sunday,0,9.1
7,13.9,11:58,Wednesday,0,113.1
5,10.0,13:30,Sunday,1,68.9
1,10.5,17:46,Sunday,1,18.0
3,9.6,11:07,Thursday,0,38.3
6,14.1,08:25,Saturday,0,89.3
3,10.1,17:43,Monday,1,58.6
5,14.3,17:34,Friday,0,85.5
4,10.2,09:58,Monday,0,44.8
2,11.3,16:17,Thursday,0,24.6
1,12.1,17:11,Saturday,2,33.6
5,12.5,08:07,Monday,0,76.6
2,9.2,15:32,Wednesday,0,25.6
3,14.1,09:47,Wednesday,0,55.5
4,11.2,16:16,Tuesday,0,52.5
6,13.6,08:12,Thursday,0,117.3
4,12.0,14:54,Saturday,0,46.4
7,13.8,16:10,Sunday,1,96.2
2,10.8,08:21,Sunday,1,22.5
7,9.6,15:34,Sunday,2,61.1
3,13.3,09:11,Tuesday,0,39.4
5,10.5,08:47,Monday,1,89.0
5,16.4,17:12,Tuesday,0,103.1
4,12.2,17:13,Sunday,0,36.2
4,7.9,15:24,Tuesday,1,49.4
2,10.2,16:54,Saturday,0,21.8
3,9.0,08:10,Wednesday,0,20.6
3,15.2,13:07,Friday,0,72.1
2,14.3,16:42,Saturday,0,31.7
4,11.8,16:55,Sunday,0,47.6
4,12.9,11:40,Monday,1,102.4
5,11.7,11:14,Wednesday,1,63.7
4,14.6,14:59,Monday,1,98.2
7,13.6,08:36,Wednesday,0,120.9
4,14.1,15:48,Wednesday,0,65.4
5,11.4,10:29,Sunday,0,60.1
4,10.1,13:12,Friday,0,61.8
4,14.0,09:55,Monday,0,79.8
7,16.7,15:20,Thursday,0,133.6
3,15.3,17:33,Friday,0,56.0
4,16.7,13:24,Saturday,1,67.8
7,12.5,17:30,Saturday,0,86.7
4,9.1,12:01,Tuesday,1,64.1
6,9.4,10:51,Sunday,1,64.0
4,16.1,16:23,Sunday,0,69.7
2,6.4,08:22,Tuesday,1,22.6
3,16.5,10:48,Friday,0,63.1
4,9.6,14:54,Friday,0,59.3
5,17.8,09:53,Sunday,0,68.7
1,11.8,16:54,Monday,0,19.2
2,14.2,12:49,Tuesday,0,42.8
5,19.2,10:27,Sunday,0,102.1
9,11.0,11:42,Monday,0,133.9
3,11.0,10:50,Thursday,2,68.2
4,9.9,15:00,Wednesday,1,53.5
6,9.0,09:05,Friday,0,58.2
2,11.0,16:32,Thursday,0,25.2
2,10.3,09:29,Saturday,0,17.0
2,8.2,10:49,Monday,0,21.9
3,11.4,14:16,Thursday,1,48.4
2,13.3,11:32,Thursday,0,35.2
0,9.3,13:06,Thursday,1,16.5
3,11.5,13:41,Monday,2,101.3
4,16.2,10:35,Thursday,0,66.6
5,7.7,13:20,Sunday,0,33.7
5,17.8,17:23,Friday,0,100.7
3,10.0,08:01,Monday,1,53.7
6,12.6,13:57,Saturday,0,78.5
9,15.8,11:12,Sunday,0,160.9
6,16.8,16:37,Saturday,0,105.5
3,13.4,08:57,Monday,0,41.0
2,9.9,08:36,Monday,0,25.3
6,9.7,12:02,Tuesday,0,65.5
8,10.3,14:44,Wednesday,1,105.8
1,17.7,08:03,Sunday,0,14.2
4,10.9,16:06,Thursday,0,55.3
8,13.0,11:21,Sunday,1,115.0
4,8.9,17:12,Monday,0,42.7
2,8.5,17:03,Saturday,0,22.6
0,12.1,15:38,Saturday,0,0.0
3,11.0,15:22,Sunday,2,55.5
2,11.2,14:00,Thursday,0,30.4
6,7.6,15:56,Friday,0,56.9
1,11.8,09:46,Monday,0,13.1
4,16.6,16:10,Sunday,0,52.5
2,9.4,13:39,Friday,0,26.9
3,14.7,15:49,Friday,0,61.4
4,5.0,12:56,Wednesday,0,25.2
10,9.6,14:18,Monday,0,118.0
7,6.3,11:24,Saturday,0,46.2
6,15.7,12:14,Saturday,0,122.5
9,14.6,11:38,Tuesday,0,151.9
3,8.9,15:24,Saturday,0,26.0
5,12.9,10:00,Monday,0,86.9
6,15.6,17:18,Friday,1,144.6
3,16.1,16:17,Monday,0,60.0
3,10.8,16:37,Saturday,0,33.7
5,5.4,17:08,Thursday,0,35.5
2,9.3,12:21,Wednesday,1,29.0
4,14.3,16:55,Saturday,1,54.4
2,18.3,12:26,Saturday,0,38.8
2,11.8,09:00,Friday,0,31.3
6,10.2,08:29,Saturday,0,60.2
3,19.2,08:38,Monday,0,82.2
3,13.2,09:52,Saturday,0,29.1
3,8.3,11:35,Friday,0,33.8
4,11.6,17:47,Tuesday,0,33.2
3,15.0,10:24,Thursday,0,62.5
5,11.8,17:07,Friday,0,79.4
1,14.4,16:06,Saturday,1,27.1
6,7.2,16:36,Thursday,0,34.1
5,7.7,15:50,Tuesday,0,46.3
3,9.8,17:43,Tuesday,0,38.5
3,11.2,09:11,Saturday,0,34.3
6,13.0,12:47,Sunday,0,100.9
4,13.9,11:25,Friday,1,87.0
4,19.4,10:50,Saturday,0,103.6
4,9.8,12:28,Friday,0,40.0
4,11.1,12:48,Thursday,0,51.0
1,9.9,17:51,Wednesday,0,7.0
5,15.2,10:38,Thursday,0,99.9
7,15.4,17:07,Monday,0,118.3
3,10.7,09:40,Friday,0,43.5
4,18.2,14:39,Tuesday,0,101.5
3,9.9,11:03,Sunday,0,29.8
6,15.1,17:36,Saturday,0,82.8
1,16.4,14:20,Thursday,0,17.2
4,7.9,08:38,Friday,0,39.5
3,13.7,17:14,Monday,0,49.3
4,5.0,10:56,Friday,0,27.8
4,14.5,17:16,Saturday,0,67.6
5,8.7,08:08,Thursday,0,45.0
8,13.7,10:11,Sunday,2,156.5
2,14.3,10:47,Monday,0,40.3
3,15.4,14:52,Sunday,1,65.7
6,14.7,15:58,Wednesday,0,85.4
2,12.2,14:18,Monday,0,32.2
3,10.9,08:37,Friday,0,34.2
3,11.8,12:20,Friday,0,53.8
6,8.7,12:56,Monday,0,72.7
4,11.4,11:35,Wednesday,0,60.6
5,11.1,12:11,Sunday,0,55.5
2,9.6,12:49,Tuesday,0,24.5
2,6.8,13:32,Monday,0,15.3
2,8.2,14:18,Saturday,0,11.6
3,5.0,10:06,Friday,0,17.5
7,11.1,17:01,Thursday,0,83.4
3,13.1,16:16,Wednesday,1,53.4
4,5.0,15:51,Sunday,0,19.3
7,12.7,16:03,Sunday,0,109.3
1,11.6,13:15,Monday,0,21.5
6,8.5,17:31,Saturday,0,47.3
7,10.7,11:39,Thursday,0,93.2
7,15.2,12:11,Wednesday,1,163.2
1,9.1,16:09,Wednesday,0,11.3
2,12.2,16:41,Thursday,1,44.9
2,13.0,12:29,Friday,0,35.4
5,9.5,16:28,Sunday,0,44.1
3,15.0,14:19,Monday,0,59.6
1,13.2,11:52,Friday,0,18.3
3,11.2,17:03,Monday,1,42.0
6,19.1,13:01,Monday,0,170.0
5,15.0,16:29,Wednesday,0,62.0
6,6.9,16:07,Saturday,0,42.5
4,10.8,08:57,Wednesday,1,52.1
2,19.4,16:42,Wednesday,0,51.0
6,9.1,09:37,Sunday,0,50.3
4,12.2,16:08,Tuesday,1,73.8
7,15.7,15:33,Saturday,0,117.1
2,14.0,15:22,Saturday,0,24.6
2,14.4,17:12,Friday,0,38.1
4,14.2,14:00,Sunday,0,62.5
2,12.1,11:23,Sunday,0,21.7
4,9.6,13:55,Monday,1,61.2
5,13.3,14:57,Tuesday,1,96.3
4,10.8,11:38,Wednesday,1,65.3
5,10.6,10:32,Friday,0,56.7
4,16.4,12:53,Tuesday,2,122.7
6,10.9,16:58,Friday,0,69.7
3,17.1,14:18,Sunday,0,48.9
2,12.8,16:58,Monday,2,63.4
6,11.5,12:45,Sunday,0,74.1
4,6.5,17:28,Thursday,0,28.5
4,18.4,15:54,Sunday,0,72.3
2,12.0,11:32,Friday,0,31.7
3,5.2,12:28,Monday,1,29.1
6,15.0,17:58,Sunday,1,99.8
9,11.8,17:32,Monday,0,88.5
3,9.2,12:06,Tuesday,0,34.4
1,14.8,16:20,Thursday,0,15.1
1,5.0,17:05,Sunday,1,9.1
6,9.9,10:31,Tuesday,1,78.8
4,11.1,13:10,Thursday,1,73.9
5,14.6,15:34,Monday,0,106.1
5,18.7,08:46,Wednesday,0,82.8
6,11.3,16:03,Tuesday,0,83.8
4,13.4,10:06,Wednesday,0,51.7
1,20.2,12:47,Friday,1,56.0
4,12.0,11:45,Saturday,0,46.9
3,13.4,15:24,Friday,0,45.0
2,8.3,10:19,Monday,0,17.1
6,17.9,12:39,Saturday,1,131.1
6,9.9,10:39,Friday,0,63.3
0,12.8,08:32,Monday,0,0.0
6,12.7,16:26,Sunday,0,71.1
3,12.3,10:14,Saturday,0,41.7
3,10.7,10:19,Friday,0,41.3
4,12.7,08:28,Thursday,0,44.0
4,17.3,13:01,Saturday,1,90.0
2,18.8,10:41,Wednesday,2,97.1
4,11.5,13:39,Saturday,0,47.6
3,10.7,15:14,Friday,0,41.5
3,9.6,08:27,Friday,0,30.7
4,20.1,10:00,Saturday,0,73.9
5,12.4,11:54,Tuesday,1,88.9
5,15.3,16:47,Monday,0,105.2
6,14.1,09:05,Thursday,0,102.2
2,18.6,15:26,Saturday,0,34.2
3,11.3,17:32,Tuesday,0,42.1
4,8.7,08:46,Thursday,0,30.5
7,17.6,11:19,Sunday,1,133.0
4,14.7,15:41,Friday,0,60.1
4,13.4,17:21,Monday,1,72.2
2,16.6,10:28,Sunday,0,24.4
9,13.5,14:25,Sunday,0,107.3
5,16.7,15:18,Friday,0,111.8
6,12.7,12:02,Friday,0,98.4
2,14.7,14:41,Friday,0,34.9
8,13.6,13:29,Friday,0,139.4
5,11.0,17:22,Wednesday,0,42.9
4,11.4,13:23,Friday,0,63.6
1,10.8,13:09,Thursday,0,6.8
6,12.8,14:41,Saturday,0,71.0
3,10.6,09:31,Saturday,0,30.2
2,13.3,13:18,Friday,1,55.0
3,13.2,08:30,Sunday,2,59.5
4,12.6,14:16,Thursday,0,61.6
5,12.7,13:20,Saturday,0,81.1
3,10.3,16:23,Wednesday,0,44.3
4,11.2,15:58,Saturday,2,65.6
1,7.0,12:19,Tuesday,1,18.0
5,11.6,14:35,Friday,0,73.0
1,9.0,11:01,Monday,1,23.2
3,12.3,11:52,Saturday,2,67.9
5,9.9,08:46,Wednesday,0,63.3
9,5.8,09:00,Tuesday,1,45.9
3,18.8,16:11,Wednesday,0,62.8
4,11.3,17:43,Wednesday,0,58.6
3,16.3,12:53,Monday,0,73.4
3,10.4,09:16,Thursday,0,36.8
2,17.1,08:53,Monday,0,34.9
6,8.5,08:27,Thursday,2,81.0
6,12.5,16:47,Wednesday,0,95.0
4,8.7,12:25,Friday,0,46.7
4,19.8,16:48,Tuesday,0,84.7
4,11.3,11:37,Sunday,0,47.1
5,14.5,13:52,Monday,1,110.4
5,13.4,14:44,Saturday,2,79.8
3,11.9,08:30,Wednesday,2,71.6
3,13.6,14:48,Saturday,0,48.4
2,16.1,15:59,Friday,0,35.3
0,14.0,08:13,Saturday,1,9.2
4,12.5,08:35,Thursday,0,47.6
6,13.6,13:13,Saturday,0,88.8
3,17.7,17:42,Friday,0,50.7
3,10.7,17:43,Friday,0,42.5
5,6.4,09:05,Friday,0,35.2
7,8.7,15:36,Tuesday,1,89.5
1,8.9,15:55,Saturday,0,6.5
4,9.4,16:46,Saturday,0,38.7
3,9.5,08:26,Saturday,3,57.7
6,11.9,17:43,Tuesday,0,62.6
2,12.7,16:13,Wednesday,0,26.5
2,12.7,14:04,Saturday,0,26.1
7,9.8,08:40,Tuesday,0,73.0
4,15.0,10:24,Monday,0,88.6
4,13.6,11:27,Wednesday,0,61.5
3,16.7,16:34,Thursday,0,61.8
5,14.5,15:36,Sunday,0,73.4
4,11.0,17:24,Wednesday,1,58.5
2,15.9,12:13,Tuesday,0,45.1
2,12.8,17:10,Friday,0,23.6
4,14.4,16:57,Sunday,0,50.4
4,14.2,08:11,Saturday,1,56.1
6,11.6,10:23,Friday,0,84.7
3,12.3,15:59,Monday,0,46.3
4,11.6,14:39,Friday,0,59.6
7,9.4,10:13,Monday,0,88.5
1,5.6,15:48,Saturday,0,5.9
3,9.9,11:09,Sunday,0,29.5
7,12.6,14:01,Friday,0,122.0
3,15.3,17:20,Tuesday,1,58.2
1,14.4,10:23,Wednesday,0,18.4
6,11.2,08:33,Saturday,0,46.5
5,10.0,14:36,Saturday,0,30.6
5,11.5,15:17,Saturday,0,74.8
3,9.1,11:07,Monday,1,45.2
4,5.7,12:41,Saturday,1,28.1
7,7.4,13:00,Sunday,0,37.1
3,16.1,16:09,Monday,0,60.3
2,17.6,14:55,Thursday,0,43.4
3,14.3,10:43,Saturday,0,44.8
4,11.8,10:43,Thursday,0,47.6
3,7.8,11:14,Sunday,1,28.2
3,11.5,09:27,Friday,0,42.7
3,13.8,09:20,Wednesday,0,47.9
4,14.5,16:10,Friday,0,70.7
7,14.1,16:19,Friday,0,128.6
7,15.6,10:36,Saturday,0,108.1
3,17.8,16:30,Tuesday,1,99.2
5,10.8,13:42,Sunday,0,51.3
1,20.4,15:07,Sunday,1,43.3
3,5.9,16:48,Tuesday,2,37.9
0,9.7,11:05,Tuesday,0,0.0
2,12.6,14:37,Wednesday,0,32.3
0,13.6,11:05,Wednesday,0,0.0
6,11.5,17:01,Tuesday,1,80.6
7,10.5,10:59,Tuesday,1,100.6
2,18.6,14:15,Friday,0,48.9
3,10.4,09:54,Sunday,0,21.2
7,8.9,11:41,Monday,1,101.3
0,17.1,11:30,Thursday,0,0.0
4,14.5,15:30,Tuesday,1,101.2
3,15.3,10:51,Tuesday,1,70.8
7,12.6,11:16,Friday,1,146.1
4,7.9,08:05,Monday,0,40.4
7,12.3,11:09,Monday,0,118.6
1,7.5,10:43,Sunday,0,10.9
2,12.7,13:26,Thursday,0,39.1
3,14.0,12:01,Monday,0,58.3
5,15.2,17:48,Sunday,0,56.7
1,11.7,13:27,Friday,0,16.6
1,14.2,08:43,Saturday,1,20.3
6,9.3,16:05,Friday,0,56.2
6,14.9,08:31,Thursday,1,133.3
4,14.0,16:22,Saturday,1,73.5
2,9.6,12:03,Wednesday,0,21.2
4,13.6,08:37,Friday,1,109.4
3,15.3,17:46,Sunday,0,29.7
4,12.2,12:57,Saturday,0,56.6
8,9.5,16:32,Thursday,0,76.6
1,12.5,12:12,Monday,0,23.2
4,13.7,12:36,Monday,1,92.6
4,9.5,11:37,Thursday,0,45.0
3,9.0,11:41,Friday,0,27.4
5,13.6,15:56,Monday,0,111.3
2,14.5,08:18,Wednesday,0,28.4
2,18.4,12:53,Wednesday,0,48.8
2,14.0,10:39,Thursday,0,33.2
